Name,Type1,Type2,EvoStage,FullyEvolved,Gen,BaseStatTotal,BestStat
Blaziken-mega,Fire,Fighting,1,true,3,630,Attack
Gardevoir-mega,Psychic,Fairy,1,true,3,618,Special-attack
Mawile-mega,Steel,Fairy,1,true,3,480,Defense
Aggron-mega,Steel,None,1,true,3,630,Defense
Medicham-mega,Fighting,Psychic,1,true,3,510,Attack
Manectric-mega,Electric,None,1,true,3,575,Special-attack
Banette-mega,Ghost,None,1,true,3,555,Attack
Absol-mega,Dark,None,1,true,3,565,Attack
Garchomp-mega,Dragon,Ground,1,true,4,700,Attack
Lucario-mega,Fighting,Steel,1,true,4,625,Attack
Abomasnow-mega,Grass,Ice,1,true,4,594,Attack
Floette-eternal,Fairy,None,1,true,6,551,Special-defense
Latias-mega,Dragon,Psychic,1,true,3,700,Special-defense
Latios-mega,Dragon,Psychic,1,true,3,700,Special-attack
Swampert-mega,Water,Ground,1,true,3,635,Attack
Sceptile-mega,Grass,Dragon,1,true,3,630,Special-attack
Sableye-mega,Dark,Ghost,1,true,3,480,Defense
Altaria-mega,Dragon,Fairy,1,true,3,590,Attack
Gallade-mega,Psychic,Fighting,1,true,4,618,Attack
Audino-mega,Normal,Fairy,1,true,5,545,Defense
Sharpedo-mega,Water,Dark,1,true,3,560,Attack
Slowbro-mega,Water,Psychic,1,true,1,590,Defense
Steelix-mega,Steel,Ground,1,true,2,610,Defense
Pidgeot-mega,Normal,Flying,1,true,1,579,Special-attack
Glalie-mega,Ice,None,1,true,3,580,Attack
Diancie-mega,Rock,Fairy,1,true,6,700,Attack
Metagross-mega,Steel,Psychic,1,true,3,700,Defense
Kyogre-primal,Water,None,1,true,3,770,Special-attack
Groudon-primal,Ground,Fire,1,true,3,770,Attack
Rayquaza-mega,Dragon,Flying,1,true,3,780,Attack
Pikachu-rock-star,Electric,None,1,true,1,320,Speed
Pikachu-belle,Electric,None,1,true,1,320,Speed
Pikachu-pop-star,Electric,None,1,true,1,320,Speed
Pikachu-phd,Electric,None,1,true,1,320,Speed
Pikachu-libre,Electric,None,1,true,1,320,Speed
Pikachu-cosplay,Electric,None,1,true,1,320,Speed
Hoopa-unbound,Psychic,Dark,1,true,6,680,Special-attack
Camerupt-mega,Fire,Ground,1,true,3,560,Special-attack
Lopunny-mega,Normal,Fighting,1,true,4,580,Attack
Salamence-mega,Dragon,Flying,1,true,3,700,Attack
Beedrill-mega,Bug,Poison,1,true,1,495,Attack
Rattata-alola,Dark,Normal,1,true,1,253,Speed
Raticate-alola,Dark,Normal,1,true,1,413,Special-defense
Raticate-totem-alola,Dark,Normal,1,true,1,413,Special-defense
Pikachu-original-cap,Electric,None,1,true,1,320,Speed
Pikachu-hoenn-cap,Electric,None,1,true,1,320,Speed
Pikachu-sinnoh-cap,Electric,None,1,true,1,320,Speed
Pikachu-unova-cap,Electric,None,1,true,1,320,Speed
Pikachu-kalos-cap,Electric,None,1,true,1,320,Speed
Pikachu-alola-cap,Electric,None,1,true,1,320,Speed
Raichu-alola,Electric,Psychic,1,true,1,485,Speed
Sandshrew-alola,Ice,Steel,1,true,1,300,Defense
Sandslash-alola,Ice,Steel,1,true,1,450,Defense
Vulpix-alola,Ice,None,1,true,1,299,Special-defense
Ninetales-alola,Ice,Fairy,1,true,1,505,Speed
Diglett-alola,Ground,Steel,1,true,1,265,Speed
Dugtrio-alola,Ground,Steel,1,true,1,425,Speed
Meowth-alola,Dark,None,1,true,1,290,Speed
Persian-alola,Dark,None,1,true,1,440,Speed
Geodude-alola,Rock,Electric,1,true,1,300,Defense
Graveler-alola,Rock,Electric,1,true,1,390,Defense
Golem-alola,Rock,Electric,1,true,1,495,Defense
Grimer-alola,Poison,Dark,1,true,1,325,Hp
Muk-alola,Poison,Dark,1,true,1,500,Hp
Exeggutor-alola,Grass,Dragon,1,true,1,530,Special-attack
Marowak-alola,Fire,Ghost,1,true,1,425,Defense
Greninja-battle-bond,Water,Dark,1,true,6,530,Speed
Greninja-ash,Water,Dark,1,true,6,640,Special-attack
Zygarde-10-power-construct,Dragon,Ground,1,true,6,486,Speed
Zygarde-50-power-construct,Dragon,Ground,1,true,6,600,Defense
Zygarde-complete,Dragon,Ground,1,true,6,708,Hp
Gumshoos-totem,Normal,None,1,true,7,418,Attack
Vikavolt-totem,Bug,Electric,1,true,7,500,Special-attack
Oricorio-pom-pom,Electric,Flying,1,true,7,476,Special-attack
Oricorio-pau,Psychic,Flying,1,true,7,476,Special-attack
Oricorio-sensu,Ghost,Flying,1,true,7,476,Special-attack
Lycanroc-midnight,Rock,None,1,true,7,487,Attack
Wishiwashi-school,Water,None,1,true,7,620,Attack
Lurantis-totem,Grass,None,1,true,7,480,Attack
Salazzle-totem,Poison,Fire,1,true,7,480,Speed
Minior-orange-meteor,Rock,Flying,1,true,7,440,Defense
Minior-yellow-meteor,Rock,Flying,1,true,7,440,Defense
Minior-green-meteor,Rock,Flying,1,true,7,440,Defense
Minior-blue-meteor,Rock,Flying,1,true,7,440,Defense
Minior-indigo-meteor,Rock,Flying,1,true,7,440,Defense
Minior-violet-meteor,Rock,Flying,1,true,7,440,Defense
Minior-red,Rock,Flying,1,true,7,500,Speed
Minior-orange,Rock,Flying,1,true,7,500,Speed
Minior-yellow,Rock,Flying,1,true,7,500,Speed
Minior-green,Rock,Flying,1,true,7,500,Speed
Minior-blue,Rock,Flying,1,true,7,500,Speed
Minior-indigo,Rock,Flying,1,true,7,500,Speed
Minior-violet,Rock,Flying,1,true,7,500,Speed
Mimikyu-busted,Ghost,Fairy,1,true,7,476,Special-defense
Mimikyu-totem-disguised,Ghost,Fairy,1,true,7,476,Special-defense
Mimikyu-totem-busted,Ghost,Fairy,1,true,7,476,Special-defense
Kommo-o-totem,Dragon,Fighting,1,true,7,600,Defense
Magearna-original,Steel,Fairy,1,true,7,600,Special-attack
Pikachu-partner-cap,Electric,None,1,true,1,320,Speed
Marowak-totem,Fire,Ghost,1,true,1,425,Defense
Ribombee-totem,Bug,Fairy,1,true,7,464,Speed
Rockruff-own-tempo,Rock,None,1,true,7,280,Attack
Lycanroc-dusk,Rock,None,1,true,7,487,Attack
Araquanid-totem,Water,Bug,1,true,7,454,Special-defense
Togedemaru-totem,Electric,Steel,1,true,7,435,Attack
Necrozma-dusk,Psychic,Steel,1,true,7,680,Attack
Necrozma-dawn,Psychic,Ghost,1,true,7,680,Special-attack
Necrozma-ultra,Psychic,Dragon,1,true,7,754,Attack
Pikachu-starter,Electric,None,1,true,1,430,Speed
Eevee-starter,Normal,None,1,true,1,435,Special-defense
Pikachu-world-cap,Electric,None,1,true,1,320,Speed
Meowth-galar,Steel,None,1,true,1,290,Attack
Ponyta-galar,Psychic,None,1,true,1,410,Speed
Rapidash-galar,Psychic,Fairy,1,true,1,500,Speed
Slowpoke-galar,Psychic,None,1,true,1,315,Hp
Slowbro-galar,Poison,Psychic,1,true,1,490,Attack
Farfetchd-galar,Fighting,None,1,true,1,377,Attack
Weezing-galar,Poison,Fairy,1,true,1,490,Defense
Mr-mime-galar,Ice,Psychic,1,true,1,460,Speed
Articuno-galar,Psychic,Flying,1,true,1,580,Special-attack
Zapdos-galar,Fighting,Flying,1,true,1,580,Attack
Moltres-galar,Dark,Flying,1,true,1,580,Special-defense
Slowking-galar,Poison,Psychic,1,true,2,490,Special-attack
Corsola-galar,Ghost,None,1,true,2,410,Defense
Zigzagoon-galar,Dark,Normal,1,true,3,240,Speed
Linoone-galar,Dark,Normal,1,true,3,420,Speed
Darumaka-galar,Ice,None,1,true,5,315,Attack
Darmanitan-galar-standard,Ice,None,1,true,5,480,Attack
Darmanitan-galar-zen,Ice,Fire,1,true,5,540,Attack
Yamask-galar,Ground,Ghost,1,true,5,303,Defense
Stunfisk-galar,Ground,Steel,1,true,5,471,Hp
Zygarde-10,Dragon,Ground,1,true,6,486,Speed
Cramorant-gulping,Flying,Water,1,true,8,475,Special-defense
Cramorant-gorging,Flying,Water,1,true,8,475,Special-defense
Toxtricity-low-key,Electric,Poison,1,true,8,502,Special-attack
Eiscue-noice,Ice,None,1,true,8,470,Speed
Indeedee-female,Psychic,Normal,1,true,8,475,Special-defense
Morpeko-hangry,Electric,Dark,1,true,8,436,Speed
Zacian-crowned,Fairy,Steel,1,true,8,700,Attack
Zamazenta-crowned,Fighting,Steel,1,true,8,700,Defense
Eternatus-eternamax,Poison,Dragon,1,true,8,1125,Hp
Urshifu-rapid-strike,Fighting,Water,1,true,8,550,Attack
Zarude-dada,Dark,Grass,1,true,8,600,Attack
Calyrex-ice,Psychic,Ice,1,true,8,680,Attack
Calyrex-shadow,Psychic,Ghost,1,true,8,680,Special-attack
Venusaur-gmax,Grass,Poison,1,true,1,525,Special-attack
Charizard-gmax,Fire,Flying,1,true,1,534,Special-attack
Blastoise-gmax,Water,None,1,true,1,530,Special-defense
Butterfree-gmax,Bug,Flying,1,true,1,395,Special-attack
Pikachu-gmax,Electric,None,1,true,1,320,Speed
Meowth-gmax,Normal,None,1,true,1,290,Speed
Machamp-gmax,Fighting,None,1,true,1,505,Attack
Gengar-gmax,Ghost,Poison,1,true,1,500,Special-attack
Kingler-gmax,Water,None,1,true,1,475,Attack
Lapras-gmax,Water,Ice,1,true,1,535,Hp
Eevee-gmax,Normal,None,1,true,1,325,Special-defense
Snorlax-gmax,Normal,None,1,true,1,540,Hp
Garbodor-gmax,Poison,None,1,true,5,474,Attack
Melmetal-gmax,Steel,None,1,true,7,600,Attack
Rillaboom-gmax,Grass,None,1,true,8,530,Attack
Cinderace-gmax,Fire,None,1,true,8,530,Speed
Inteleon-gmax,Water,None,1,true,8,530,Special-attack
Corviknight-gmax,Flying,Steel,1,true,8,495,Defense
Orbeetle-gmax,Bug,Psychic,1,true,8,505,Special-defense
Drednaw-gmax,Water,Rock,1,true,8,485,Attack
Coalossal-gmax,Rock,Fire,1,true,8,510,Defense
Flapple-gmax,Grass,Dragon,1,true,8,485,Attack
Appletun-gmax,Grass,Dragon,1,true,8,485,Hp
Sandaconda-gmax,Ground,None,1,true,8,510,Defense
Toxtricity-amped-gmax,Electric,Poison,1,true,8,502,Special-attack
Centiskorch-gmax,Fire,Bug,1,true,8,525,Attack
Hatterene-gmax,Psychic,Fairy,1,true,8,510,Special-attack
Grimmsnarl-gmax,Dark,Fairy,1,true,8,510,Attack
Alcremie-gmax,Fairy,None,1,true,8,495,Special-defense
Copperajah-gmax,Steel,None,1,true,8,500,Attack
Duraludon-gmax,Steel,Dragon,1,true,8,535,Special-attack
Urshifu-single-strike-gmax,Fighting,Dark,1,true,8,550,Attack
Urshifu-rapid-strike-gmax,Fighting,Water,1,true,8,550,Attack
Toxtricity-low-key-gmax,Electric,Poison,1,true,8,502,Special-attack
Growlithe-hisui,Fire,Rock,1,true,1,350,Attack
Arcanine-hisui,Fire,Rock,1,true,1,555,Attack
Voltorb-hisui,Electric,Grass,1,true,1,330,Speed
Electrode-hisui,Electric,Grass,1,true,1,490,Speed
Typhlosion-hisui,Fire,Ghost,1,true,2,534,Special-attack
Qwilfish-hisui,Dark,Poison,1,true,2,440,Attack
Sneasel-hisui,Fighting,Poison,1,true,2,430,Speed
Samurott-hisui,Water,Dark,1,true,5,528,Attack
Lilligant-hisui,Grass,Fighting,1,true,5,480,Attack
Zorua-hisui,Normal,Ghost,1,true,5,330,Special-attack
Zoroark-hisui,Normal,Ghost,1,true,5,510,Special-attack
Braviary-hisui,Psychic,Flying,1,true,5,510,Special-attack
Sliggoo-hisui,Steel,Dragon,1,true,6,452,Special-defense
Goodra-hisui,Steel,Dragon,1,true,6,600,Special-defense
Avalugg-hisui,Ice,Rock,1,true,6,514,Defense
Decidueye-hisui,Grass,Fighting,1,true,7,530,Attack
Dialga-origin,Steel,Dragon,1,true,4,680,Special-attack
Palkia-origin,Water,Dragon,1,true,4,680,Special-attack
Basculin-white-striped,Water,None,1,true,5,460,Speed
Basculegion-female,Water,Ghost,1,true,8,530,Hp
Enamorus-therian,Fairy,Flying,1,true,8,580,Special-attack
Tauros-paldea-combat-breed,Fighting,None,1,true,1,490,Attack
Tauros-paldea-blaze-breed,Fighting,Fire,1,true,1,490,Attack
Tauros-paldea-aqua-breed,Fighting,Water,1,true,1,490,Attack
Wooper-paldea,Poison,Ground,1,true,2,210,Hp
Oinkologne-female,Normal,None,1,true,9,489,Hp
Dudunsparce-three-segment,Normal,None,1,true,9,520,Hp
Palafin-hero,Water,None,1,true,9,650,Attack
Maushold-family-of-three,Normal,None,1,true,9,470,Speed
Tatsugiri-droopy,Dragon,Water,1,true,9,475,Special-attack
Tatsugiri-stretchy,Dragon,Water,1,true,9,475,Special-attack
Squawkabilly-blue-plumage,Normal,Flying,1,true,9,417,Attack
Squawkabilly-yellow-plumage,Normal,Flying,1,true,9,417,Attack
Squawkabilly-white-plumage,Normal,Flying,1,true,9,417,Attack
Gimmighoul-roaming,Ghost,None,1,true,9,300,Speed
Koraidon-limited-build,Fighting,Dragon,1,true,9,670,Attack
Koraidon-sprinting-build,Fighting,Dragon,1,true,9,670,Attack
Koraidon-swimming-build,Fighting,Dragon,1,true,9,670,Attack
Koraidon-gliding-build,Fighting,Dragon,1,true,9,670,Attack
Miraidon-low-power-mode,Electric,Dragon,1,true,9,670,Special-attack
Miraidon-drive-mode,Electric,Dragon,1,true,9,670,Special-attack
Miraidon-aquatic-mode,Electric,Dragon,1,true,9,670,Special-attack
Miraidon-glide-mode,Electric,Dragon,1,true,9,670,Special-attack
Ursaluna-bloodmoon,Ground,Normal,1,true,8,555,Special-attack
Ogerpon-wellspring-mask,Grass,Water,1,true,9,550,Attack
Ogerpon-hearthflame-mask,Grass,Fire,1,true,9,550,Attack
Ogerpon-cornerstone-mask,Grass,Rock,1,true,9,550,Attack
Terapagos-terastal,Normal,None,1,true,9,600,Defense
Terapagos-stellar,Normal,None,1,true,9,700,Hp
